sku_id,stock_on_hand,reorder_point_source,safety_stock_source,avg_weekly_demand,std_weekly_demand,sku_name,category,cost_price,unit_price,daily_demand,daily_std,calculated_safety_stock,lead_time_demand,ROP,annual_demand,holding_cost_per_unit_year,EOQ,forecast_8w_demand,stockout_risk,overstock_risk,recommended_action,reorder_qty,sales_at_risk_rupees,locked_capital_rupees,priority_score
SKU01971,7448,1704,558,0.4166666666666667,0.7929614610987591,TrueTaste Kids Wear Large,Apparel & Footwear,1369.13,2455.1,0.05952380952380953,0.2997112607608193,1.3044216035074587,0.4166666666666667,1.7210882701741255,21.666666666666668,273.826,8.895261293588465,3.3333333333333335,False,True,MARKDOWN / CLEAR,0.0,0.0,10192716.473333335,10192716.473333335
SKU02915,5779,1396,424,1.25,1.4222261679238197,ZestyCo Small Appliances 500ml,Electronics & Accessories,1746.3,2288.75,0.17857142857142858,0.5375509640592592,2.339562046234683,1.25,3.589562046234683,65.0,349.26,13.642132190945317,10.0,False,True,MARKDOWN / CLEAR,0.0,0.0,10074404.7,10074404.7
SKU03491,5071,1214,450,0.9166666666666666,1.729862492345632,SoftTouch Batteries 250g,Electronics & Accessories,1930.26,2647.6,0.13095238095238096,0.6538265652978451,2.8456237999085645,0.9166666666666667,3.762290466575231,47.666666666666664,386.052,11.111801842873005,7.333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,9774193.22,9774193.22
SKU00987,8554,1998,713,0.9166666666666666,1.6213537179739277,TrueTaste Mobile Accessories Medium,Electronics & Accessories,1137.98,1614.69,0.13095238095238096,0.6128141035755668,2.667126866067111,0.9166666666666667,3.583793532733778,47.666666666666664,227.596,14.471884202629735,7.333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,9725935.733333332,9725935.733333332
SKU03863,7961,1848,595,0.75,1.0552897060221726,PremiumSelect Small Appliances 500ml,Electronics & Accessories,1180.8,1941.52,0.10714285714285714,0.3988620176087328,1.735951566406474,0.75,2.4859515664064737,39.0,236.16,12.850769487574052,6.0,False,True,MARKDOWN / CLEAR,0.0,0.0,9393264.0,9393264.0
SKU04236,7621,1635,574,0.75,0.8660254037844386,ValueChoice Small Appliances Small,Electronics & Accessories,1215.6,1751.93,0.10714285714285714,0.32732683535398854,1.4246117892254015,0.75,2.1746117892254015,39.0,243.12,12.665488939204112,6.0,False,True,MARKDOWN / CLEAR,0.0,0.0,9256794.0,9256794.0
SKU02279,7649,1794,643,1.5,2.23606797749979,SmartBuy Footwear 250ml,Apparel & Footwear,1201.75,1825.01,0.21428571428571427,0.8451542547285166,3.6783318229871544,1.5,5.178331822987154,78.0,240.35000000000002,18.014625498449483,12.0,False,True,MARKDOWN / CLEAR,0.0,0.0,9177764.75,9177764.75
SKU03975,6275,1360,470,0.25,0.6215815605080611,DailyBest Men's Wear 2L,Apparel & Footwear,1461.62,1906.33,0.03571428571428571,0.2349357469496824,1.0225016670357605,0.25,1.2725016670357605,13.0,292.324,6.668673270261971,2.0,False,True,MARKDOWN / CLEAR,0.0,0.0,9168742.26,9168742.26
SKU03089,7782,1745,589,0.5833333333333334,1.5050420310248864,NovaFresh Storage & Containers Medium,Home & Kitchen,1178.03,1571.55,0.08333333333333334,0.5688524181130582,2.475794141035938,0.5833333333333334,3.0591274743692716,30.333333333333336,235.606,11.346630064708252,4.666666666666667,False,True,MARKDOWN / CLEAR,0.0,0.0,9161931.986666666,9161931.986666666
SKU04554,6258,1373,494,0.5833333333333334,1.164500152881315,UrbanBite Home Decor Pack of 12,Home & Kitchen,1393.38,2001.13,0.08333333333333334,0.4401396866029508,1.9156027514897633,0.5833333333333334,2.4989360848230966,30.333333333333336,278.67600000000004,10.433025880030314,4.666666666666667,False,True,MARKDOWN / CLEAR,0.0,0.0,8713269.6,8713269.6
SKU00516,6036,1410,441,1.0833333333333333,1.8319554050414562,GoldenHarvest Batteries 250g,Electronics & Accessories,1441.14,2155.25,0.15476190476190474,0.6924140592428993,3.0135666412931954,1.0833333333333333,4.096899974626528,56.33333333333333,288.228,13.98024044426891,8.666666666666666,False,True,MARKDOWN / CLEAR,0.0,0.0,8686231.16,8686231.16
SKU03941,5499,1349,491,0.9166666666666666,1.5642792899510296,CityFresh Batteries 100g,Electronics & Accessories,1578.53,2059.71,0.13095238095238096,0.591241997465589,2.573239431969444,0.9166666666666667,3.4899060986361103,47.666666666666664,315.706,12.287569110372816,7.333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,8668760.583333334,8668760.583333334
SKU02253,7801,1763,585,0.75,0.8660254037844386,PrimeCare Mobile Accessories 1kg,Electronics & Accessories,1098.95,1411.83,0.10714285714285714,0.32732683535398854,1.4246117892254015,0.75,2.1746117892254015,39.0,219.79000000000002,13.320739612588323,6.0,False,True,MARKDOWN / CLEAR,0.0,0.0,8566315.25,8566315.25
SKU00584,4501,1199,397,1.1666666666666667,1.9462473604038073,PrimeCare Women's Wear 100g,Apparel & Footwear,1830.55,2331.51,0.16666666666666669,0.7356123579206245,3.201576907864263,1.1666666666666667,4.36824357453093,60.66666666666667,366.11,12.872688820493128,9.333333333333334,False,True,MARKDOWN / CLEAR,0.0,0.0,8222220.416666667,8222220.416666667
SKU04729,6517,1463,488,0.6666666666666666,1.2309149097933272,PrimeCare Batteries 250ml,Electronics & Accessories,1237.64,1746.02,0.09523809523809523,0.46524210519923537,2.0248550266100236,0.6666666666666666,2.69152169327669,34.666666666666664,247.52800000000002,11.834335463291028,5.333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,8059099.133333335,8059099.133333335
SKU03173,5479,1195,405,0.8333333333333334,1.7494587907710375,SparkleClean Kids Wear Large,Apparel & Footwear,1441.24,1889.92,0.11904761904761905,0.6612332699051351,2.877859710818357,0.8333333333333334,3.7111930441516905,43.333333333333336,288.248,12.2610566065041,6.666666666666667,False,True,MARKDOWN / CLEAR,0.0,0.0,7886945.693333333,7886945.693333333
SKU03634,5500,1283,463,0.6666666666666666,1.497472618255253,ZestyCo Footwear Medium,Apparel & Footwear,1426.85,2372.1,0.09523809523809523,0.5659914490045943,2.463342457029891,0.6666666666666666,3.1300091236965577,34.666666666666664,285.37,11.021783720958473,5.333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,7840065.133333333,7840065.133333333
SKU02471,7405,1598,539,1.0,1.4770978917519928,PremiumSelect Home Decor Family Pack,Home & Kitchen,1039.93,1364.83,0.14285714285714285,0.5582905262390825,2.429826031932028,1.0,3.429826031932028,52.0,207.98600000000002,15.811920441734284,8.0,False,True,MARKDOWN / CLEAR,0.0,0.0,7692362.210000001,7692362.210000001
SKU03833,6471,1482,496,0.8333333333333334,1.1146408580454255,DailyBest Small Appliances 500ml,Electronics & Accessories,1179.22,2097.29,0.11904761904761905,0.42129464450569204,1.833584211484725,0.8333333333333334,2.6669175448180584,43.333333333333336,235.84400000000002,13.554972248605276,6.666666666666667,False,True,MARKDOWN / CLEAR,0.0,0.0,7622871.153333333,7622871.153333333
SKU02302,5609,1362,527,0.6666666666666666,0.9847319278346618,GreenValley Home Decor Large,Home & Kitchen,1352.92,1747.82,0.09523809523809523,0.3721936841593883,1.6198840212880186,0.6666666666666666,2.2865506879546853,34.666666666666664,270.584,11.318919884572859,5.333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,7581312.706666668,7581312.706666668
SKU03235,7099,1629,527,0.25,0.621581560508061,HomeStyle Footwear Family Pack,Apparel & Footwear,1052.65,1648.55,0.03571428571428571,0.23493574694968236,1.0225016670357603,0.25,1.2725016670357603,13.0,210.53000000000003,7.858048065131098,2.0,False,True,MARKDOWN / CLEAR,0.0,0.0,7470657.050000001,7470657.050000001
SKU01674,6236,1375,462,0.4166666666666667,1.164500152881315,GreenValley Cookware 1L,Home & Kitchen,1195.67,1707.75,0.05952380952380953,0.4401396866029508,1.9156027514897633,0.4166666666666667,2.33226941815643,21.666666666666668,239.13400000000001,9.518650627699591,3.3333333333333335,False,True,MARKDOWN / CLEAR,0.0,0.0,7452212.553333334,7452212.553333334
SKU01970,7665,1735,582,1.0,1.4142135623730951,FamilyChoice Batteries Large,Electronics & Accessories,951.86,1472.18,0.14285714285714285,0.5345224838248488,2.3263813101037414,1.0,3.3263813101037414,52.0,190.372,16.52723245824184,8.0,False,True,MARKDOWN / CLEAR,0.0,0.0,7288392.0200000005,7288392.0200000005
SKU04849,6698,1544,529,1.5,1.9306145983268455,SunriseFoods Batteries 250ml,Electronics & Accessories,1088.18,1457.98,0.21428571428571427,0.729703729240527,3.1758610142476607,1.5,4.67586101424766,78.0,217.63600000000002,18.93136521225152,12.0,False,True,MARKDOWN / CLEAR,0.0,0.0,7275571.48,7275571.48
SKU03073,6327,1363,535,0.5,1.243163121016122,PrimeCare Kids Wear 100g,Apparel & Footwear,1129.75,1595.17,0.07142857142857142,0.4698714938993647,2.0450033340715206,0.5,2.5450033340715206,26.0,225.95000000000002,10.727054846839318,4.0,False,True,MARKDOWN / CLEAR,0.0,0.0,7143409.25,7143409.25
SKU00592,4847,1187,400,0.75,1.4847711791873706,UrbanBite Kids Wear 100g,Apparel & Footwear,1430.8,2203.73,0.10714285714285714,0.5611907562808434,2.4424485897632247,0.75,3.1924485897632247,39.0,286.16,11.674219103177581,6.0,False,True,MARKDOWN / CLEAR,0.0,0.0,6926502.8,6926502.8
SKU01068,5475,1199,427,0.5,1.0,PrimeCare Mobile Accessories Pack of 6,Electronics & Accessories,1243.53,2201.06,0.07142857142857142,0.3779644730092272,1.645,0.5,2.145,26.0,248.70600000000002,10.224534451906775,4.0,False,True,MARKDOWN / CLEAR,0.0,0.0,6803352.63,6803352.63
SKU01407,6285,1460,544,0.16666666666666666,0.5773502691896257,CleanWave Cookware Small,Home & Kitchen,1082.62,1357.33,0.023809523809523808,0.21821789023599236,0.9497411928169344,0.16666666666666666,1.116407859483601,8.666666666666666,216.524,6.326638587419823,1.3333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,6802823.206666666,6802823.206666666
SKU02351,6398,1398,470,0.5833333333333334,0.7929614610987591,HomeStyle Small Appliances 1L,Electronics & Accessories,1044.31,1847.9,0.08333333333333334,0.2997112607608193,1.3044216035074587,0.5833333333333334,1.8877549368407922,30.333333333333336,208.862,12.051201626620728,4.666666666666667,False,True,MARKDOWN / CLEAR,0.0,0.0,6676621.933333333,6676621.933333333
SKU03484,7719,1637,562,0.3333333333333333,0.8876253645985944,QuickBite Footwear Large,Apparel & Footwear,861.67,1430.82,0.047619047619047616,0.3354908531601309,1.4601437247646878,0.3333333333333333,1.793477058098021,17.333333333333332,172.334,10.028952173711135,2.6666666666666665,False,True,MARKDOWN / CLEAR,0.0,0.0,6648932.943333332,6648932.943333332
SKU03602,5575,1279,501,0.16666666666666666,0.3892494720807615,MetroBrand Men's Wear 1kg,Apparel & Footwear,1183.22,1565.25,0.023809523809523808,0.14712247158412492,0.6403153815728527,0.16666666666666666,0.8069820482395194,8.666666666666666,236.644,6.051712640767316,1.3333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,6594873.873333334,6594873.873333334
SKU00170,7177,1634,561,0.75,1.2154310870109943,ZestyCo Men's Wear 2L,Apparel & Footwear,909.39,1241.29,0.10714285714285714,0.45938977028114264,1.9993841381330857,0.75,2.7493841381330855,39.0,181.87800000000001,14.643409873047274,6.0,False,True,MARKDOWN / CLEAR,0.0,0.0,6521235.6899999995,6521235.6899999995
SKU04212,5905,1345,505,0.5,1.0,GoldenHarvest Footwear 2L,Apparel & Footwear,1094.51,1540.6,0.07142857142857142,0.3779644730092272,1.645,0.5,2.145,26.0,218.90200000000002,10.898376552036218,4.0,False,True,MARKDOWN / CLEAR,0.0,0.0,6458703.51,6458703.51
SKU03058,8412,1863,654,1.0,1.7580981459830654,UrbanBite Women's Wear Pack of 12,Apparel & Footwear,765.86,1202.99,0.14285714285714285,0.6644986392449888,2.8920714501421427,1.0,3.8920714501421427,52.0,153.172,18.425190224683238,8.0,False,True,MARKDOWN / CLEAR,0.0,0.0,6436287.44,6436287.44
SKU02907,5528,1320,467,0.6666666666666666,0.8876253645985945,NovaFresh Kids Wear Large,Apparel & Footwear,1152.38,1495.16,0.09523809523809523,0.33549085316013094,1.4601437247646878,0.6666666666666666,2.1268103914313543,34.666666666666664,230.47600000000003,12.264311943564035,5.333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,6364210.613333334,6364210.613333334
SKU04250,6102,1428,486,0.16666666666666666,0.38924947208076155,PureLife OTC Medicine 1kg,Health & Wellness,1040.59,1351.22,0.023809523809523808,0.14712247158412495,0.6403153815728527,0.16666666666666666,0.8069820482395194,8.666666666666666,208.118,6.453142044652978,1.3333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,6348292.726666667,6348292.726666667
SKU04665,6681,1529,518,0.5833333333333334,0.9962049198956219,TrueTaste Batteries Family Pack,Electronics & Accessories,920.86,1605.02,0.08333333333333334,0.37653006755754814,1.638757093228298,0.5833333333333334,2.2220904265616315,30.333333333333336,184.17200000000003,12.833593133957349,4.666666666666667,False,True,MARKDOWN / CLEAR,0.0,0.0,6147968.3133333335,6147968.3133333335
SKU01830,6825,1438,522,0.5833333333333334,0.7929614610987591,SunriseFoods Women's Wear Pack of 12,Apparel & Footwear,899.39,1563.44,0.08333333333333334,0.2997112607608193,1.3044216035074587,0.5833333333333334,1.8877549368407922,30.333333333333336,179.87800000000001,12.985869785752303,4.666666666666667,False,True,MARKDOWN / CLEAR,0.0,0.0,6134139.596666667,6134139.596666667
SKU02211,7710,1721,526,0.3333333333333333,1.1547005383792515,NovaFresh Vitamins & Supplements 500g,Health & Wellness,779.6,1230.59,0.047619047619047616,0.4364357804719847,1.8994823856338687,0.3333333333333333,2.232815718967202,17.333333333333332,155.92000000000002,10.543629375296998,2.6666666666666665,False,True,MARKDOWN / CLEAR,0.0,0.0,6008637.066666666,6008637.066666666
SKU02946,4371,930,355,0.8333333333333334,1.0298573010888745,ValueChoice Women's Wear 500ml,Apparel & Footwear,1350.64,2029.87,0.11904761904761905,0.3892494720807615,1.6941152602911984,0.8333333333333334,2.527448593624532,43.333333333333336,270.12800000000004,12.665613970561331,6.666666666666667,False,True,MARKDOWN / CLEAR,0.0,0.0,5894643.173333334,5894643.173333334
SKU04747,7333,1707,604,1.5,2.812310599683276,EliteHome Home Decor 100g,Home & Kitchen,803.55,1085.05,0.21428571428571427,1.062953493747553,4.626250936478988,1.5,6.126250936478988,78.0,160.71,22.030575932115134,12.0,False,True,MARKDOWN / CLEAR,0.0,0.0,5882789.55,5882789.55
SKU01104,7108,1687,623,0.08333333333333333,0.2886751345948129,TrueTaste Kids Wear 500ml,Apparel & Footwear,826.23,1089.39,0.011904761904761904,0.1091089451179962,0.47487059640846724,0.08333333333333333,0.5582039297418006,4.333333333333333,165.246,5.1208914618747094,0.6666666666666666,False,True,MARKDOWN / CLEAR,0.0,0.0,5872292.02,5872292.02
SKU01762,3637,867,326,1.0,1.5374122295716148,QuickBite Home Decor 250g,Home & Kitchen,1614.7,2255.17,0.14285714285714285,0.5810872031479765,2.5290431176453065,1.0,3.5290431176453065,52.0,322.94000000000005,12.689390175495001,8.0,False,True,MARKDOWN / CLEAR,0.0,0.0,5859746.3,5859746.3
SKU04854,5340,1228,391,0.9166666666666666,1.0836246694508316,SparkleClean Batteries Pack of 12,Electronics & Accessories,1096.57,1401.83,0.13095238095238096,0.4095716271287816,1.782562581246618,0.9166666666666667,2.6992292479132844,47.666666666666664,219.314,14.74260445034429,7.333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,5847642.286666667,5847642.286666667
SKU03251,4674,1086,350,0.25,0.621581560508061,SmartBuy Kids Wear 1L,Apparel & Footwear,1217.36,2046.55,0.03571428571428571,0.23493574694968236,1.0225016670357603,0.25,1.2725016670357603,13.0,243.47199999999998,7.307135563088069,2.0,False,True,MARKDOWN / CLEAR,0.0,0.0,5687505.92,5687505.92
SKU04388,5379,1299,416,1.25,1.6583123951777,SmartBuy Mobile Accessories Pack of 12,Electronics & Accessories,1058.38,1796.48,0.17857142857142858,0.6267831705280087,2.727923890067317,1.25,3.977923890067317,65.0,211.67600000000004,17.5235006189744,10.0,False,True,MARKDOWN / CLEAR,0.0,0.0,5682442.220000001,5682442.220000001
SKU03115,9759,2073,745,0.75,1.4222261679238197,NutriPlus Frozen Vegetables 100g,Frozen Foods,581.3,804.38,0.10714285714285714,0.5375509640592592,2.339562046234683,0.75,3.089562046234683,39.0,116.25999999999999,18.31543105205002,6.0,False,True,MARKDOWN / CLEAR,0.0,0.0,5669418.899999999,5669418.899999999
SKU01038,6977,1491,515,0.4166666666666667,0.6685579234215215,NovaFresh OTC Medicine Family Pack,Health & Wellness,802.08,1338.59,0.05952380952380953,0.2526911432021587,1.099777784028403,0.4166666666666667,1.5164444506950698,21.666666666666668,160.41600000000003,11.621768212113372,3.3333333333333335,False,True,MARKDOWN / CLEAR,0.0,0.0,5593438.5600000005,5593438.5600000005
SKU02997,6620,1434,509,0.8333333333333334,1.2673044646258478,FreshFarm OTC Medicine 250g,Health & Wellness,833.95,1164.54,0.11904761904761905,0.47899606411454937,2.0847158443095197,0.8333333333333334,2.918049177642853,43.333333333333336,166.79000000000002,16.118552734992047,6.666666666666667,False,True,MARKDOWN / CLEAR,0.0,0.0,5515189.333333333,5515189.333333333
SKU04831,8159,1864,634,0.8333333333333334,1.5859229221975182,HomeStyle Storage & Containers 250ml,Home & Kitchen,672.2,856.16,0.11904761904761905,0.5994225215216386,2.6088432070149175,0.8333333333333334,3.442176540348251,43.333333333333336,134.44000000000003,17.953403714864876,6.666666666666667,False,True,MARKDOWN / CLEAR,0.0,0.0,5479998.466666667,5479998.466666667
SKU04887,7218,1486,539,0.5,0.7977240352174656,SmartBuy Storage & Containers 1L,Home & Kitchen,747.65,970.11,0.07142857142857142,0.3015113445777636,1.3122560379327308,0.5,1.8122560379327308,26.0,149.53,13.18628649550345,4.0,False,True,MARKDOWN / CLEAR,0.0,0.0,5393547.1,5393547.1
SKU00052,5399,1299,466,0.6666666666666666,1.3706888336846839,ValueChoice Storage & Containers Family Pack,Home & Kitchen,967.68,1372.15,0.09523809523809523,0.5180716826832639,2.254783131411305,0.6666666666666666,2.9214497980779717,34.666666666666664,193.536,13.383668217492104,5.333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,5219343.36,5219343.36
SKU00186,4390,994,324,0.9166666666666666,1.97522534195852,TrueTaste Men's Wear 250ml,Apparel & Footwear,1185.19,1862.84,0.13095238095238096,0.7465650054478226,3.2492456875217655,0.9166666666666667,4.165912354188432,47.666666666666664,237.038,14.180723996325414,7.333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,5194292.706666667,5194292.706666667
SKU04879,5020,1000,342,1.0,1.7056057308448835,SunriseFoods Small Appliances 250ml,Electronics & Accessories,1032.44,1631.86,0.14285714285714285,0.6446583712203042,2.8057214272398334,1.0,3.8057214272398334,52.0,206.48800000000003,15.869171838950258,8.0,False,True,MARKDOWN / CLEAR,0.0,0.0,5174589.28,5174589.28
SKU01605,7934,1806,648,0.4166666666666667,0.6685579234215214,EverydayPlus First Aid 500g,Health & Wellness,651.5,821.82,0.05952380952380953,0.25269114320215863,1.0997777840284029,0.4166666666666667,1.5164444506950696,21.666666666666668,130.3,12.895074129778548,3.3333333333333335,False,True,MARKDOWN / CLEAR,0.0,0.0,5166829.333333334,5166829.333333334
SKU01911,6157,1354,465,0.9166666666666666,1.5050420310248867,PrimeCare Storage & Containers 2L,Home & Kitchen,837.95,1116.98,0.13095238095238096,0.5688524181130583,2.475794141035939,0.9166666666666667,3.392460807702606,47.666666666666664,167.59000000000003,16.86488332116536,7.333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,5153113.183333334,5153113.183333334
SKU03805,5339,1262,481,0.5,1.0,FamilyChoice OTC Medicine Large,Health & Wellness,962.72,1279.53,0.07142857142857142,0.3779644730092272,1.645,0.5,2.145,26.0,192.544,11.620416091285998,4.0,False,True,MARKDOWN / CLEAR,0.0,0.0,5136111.2,5136111.2
SKU03627,6880,1460,520,0.5833333333333334,1.2401124093721456,HealthFirst Ready Meals 1kg,Frozen Foods,735.55,1083.01,0.08333333333333334,0.4687184332805461,2.0399849134171797,0.5833333333333334,2.623318246750513,30.333333333333336,147.10999999999999,14.359488529808267,4.666666666666667,False,True,MARKDOWN / CLEAR,0.0,0.0,5057151.433333333,5057151.433333333
SKU04152,6454,1348,463,0.9166666666666666,1.5642792899510296,ValueChoice OTC Medicine Medium,Health & Wellness,769.38,1148.97,0.13095238095238096,0.591241997465589,2.573239431969444,0.9166666666666667,3.4899060986361103,47.666666666666664,153.876,17.60037605636005,7.333333333333333,False,True,MARKDOWN / CLEAR,0.0,0.0,4959936.4,4959936.4
SKU01766,7095,1651,598,1.1666666666666667,2.124888588879783,DailyBest Ready Meals Large,Frozen Foods,690.64,1036.35,0.16666666666666669,0.8031323956992676,3.4954417287072435,1.1666666666666667,4.66210839537391,60.66666666666667,138.12800000000001,20.957245691060667,9.333333333333334,False,True,MARKDOWN / CLEAR,0.0,0.0,4893644.826666667,4893644.826666667
SKU02209,7739,1665,570,0.75,1.5447859516333116,CityFresh OTC Medicine Pack of 12,Health & Wellness,632.41,980.37,0.10714285714285714,0.5838742081211421,2.5411728904367976,0.75,3.2911728904367976,39.0,126.482,17.559734346821884,6.0,False,True,MARKDOWN / CLEAR,0.0,0.0,4890426.529999999,4890426.529999999
SKU04491,7041,1560,543,0.5833333333333334,1.2401124093721456,CrispKing Storage & Containers Small,Home & Kitchen,686.53,1022.9,0.08333333333333334,0.4687184332805461,2.0399849134171797,0.5833333333333334,2.623318246750513,30.333333333333336,137.306,14.863302307213036,4.666666666666667,False,True,MARKDOWN / CLEAR,0.0,0.0,4830653.923333333,4830653.923333333
SKU00449,4968,1264,520,1.5833333333333333,1.781640374554423,PremiumSelect OTC Medicine 250g,Health & Wellness,969.92,1254.12,0.2261904761904762,0.6733967652604247,2.930798416142026,1.5833333333333333,4.514131749475359,82.33333333333333,193.984,20.601787064840735,12.666666666666666,False,True,MARKDOWN / CLEAR,0.0,0.0,4806276.906666666,4806276.906666666
