week,sku_id,demand,forecast
2025-12-29,SKU00030,0.0,2.5
2025-11-10,SKU00031,2.0,0.5
2025-11-17,SKU00031,1.0,0.75
2025-11-24,SKU00031,0.0,1.0
2025-12-01,SKU00031,0.0,1.0
2025-12-08,SKU00031,6.0,0.75
2025-12-15,SKU00031,2.0,1.75
2025-12-22,SKU00031,4.0,2.0
2025-12-29,SKU00031,1.0,3.0
2025-11-10,SKU00032,0.0,0.25
2025-11-17,SKU00032,3.0,0.25
2025-11-24,SKU00032,0.0,0.75
2025-12-01,SKU00032,0.0,0.75
2025-12-08,SKU00032,7.0,0.75
2025-12-15,SKU00032,0.0,2.5
2025-12-22,SKU00032,1.0,1.75
2025-12-29,SKU00032,0.0,2.0
2025-11-10,SKU00033,0.0,1.75
2025-11-17,SKU00033,1.0,1.75
2025-11-24,SKU00033,3.0,2.0
2025-12-01,SKU00033,4.0,2.0
2025-12-08,SKU00033,4.0,2.0
2025-12-15,SKU00033,2.0,3.0
2025-12-22,SKU00033,0.0,3.25
2025-12-29,SKU00033,0.0,2.5
2025-11-10,SKU00034,0.0,2.0
2025-11-17,SKU00034,1.0,2.0
2025-11-24,SKU00034,4.0,1.5
2025-12-01,SKU00034,1.0,1.75
2025-12-08,SKU00034,0.0,1.5
2025-12-15,SKU00034,6.0,1.5
2025-12-22,SKU00034,2.0,2.75
2025-12-29,SKU00034,0.0,2.25
2025-11-10,SKU00035,1.0,3.25
2025-11-17,SKU00035,5.0,2.75
2025-11-24,SKU00035,0.0,4.0
2025-12-01,SKU00035,0.0,2.0
2025-12-08,SKU00035,1.0,1.5
2025-12-15,SKU00035,0.0,1.5
2025-12-22,SKU00035,2.0,0.25
2025-12-29,SKU00035,1.0,0.75
2025-11-10,SKU00036,7.0,4.0
2025-11-17,SKU00036,7.0,5.25
2025-11-24,SKU00036,9.0,5.5
2025-12-01,SKU00036,2.0,6.75
2025-12-08,SKU00036,4.0,6.25
2025-12-15,SKU00036,4.0,5.5
2025-12-22,SKU00036,13.0,4.75
2025-12-29,SKU00036,1.0,5.75
2025-11-10,SKU00037,1.0,0.5
2025-11-17,SKU00037,3.0,0.75
2025-11-24,SKU00037,0.0,1.25
2025-12-01,SKU00037,0.0,1.0
2025-12-08,SKU00037,0.0,1.0
2025-12-15,SKU00037,0.0,0.75
2025-12-22,SKU00037,0.0,0.0
2025-12-29,SKU00037,0.0,0.0
2025-11-10,SKU00038,3.0,2.0
2025-11-17,SKU00038,0.0,2.0
2025-11-24,SKU00038,0.0,1.5
2025-12-01,SKU00038,0.0,1.5
2025-12-08,SKU00038,0.0,0.75
2025-12-15,SKU00038,2.0,0.0
2025-12-22,SKU00038,0.0,0.5
2025-12-29,SKU00038,2.0,0.5
2025-11-10,SKU00039,0.0,0.75
2025-11-17,SKU00039,0.0,0.25
2025-11-24,SKU00039,2.0,0.25
2025-12-01,SKU00039,3.0,0.75
2025-12-08,SKU00039,3.0,1.25
2025-12-15,SKU00039,3.0,2.0
2025-12-22,SKU00039,0.0,2.75
2025-12-29,SKU00039,5.0,2.25
2025-11-10,SKU00040,0.0,0.5
2025-11-17,SKU00040,0.0,0.25
2025-11-24,SKU00040,0.0,0.25
2025-12-01,SKU00040,4.0,0.0
2025-12-08,SKU00040,0.0,1.0
2025-12-15,SKU00040,2.0,1.0
2025-12-22,SKU00040,1.0,1.5
2025-12-29,SKU00040,0.0,1.75
2025-11-10,SKU00041,0.0,1.0
2025-11-17,SKU00041,0.0,1.0
2025-11-24,SKU00041,2.0,1.0
2025-12-01,SKU00041,3.0,0.5
2025-12-08,SKU00041,1.0,1.25
2025-12-15,SKU00041,4.0,1.5
2025-12-22,SKU00041,5.0,2.5
2025-12-29,SKU00041,0.0,3.25
2025-11-10,SKU00042,0.0,0.25
2025-11-17,SKU00042,0.0,0.0
2025-11-24,SKU00042,0.0,0.0
2025-12-01,SKU00042,0.0,0.0
2025-12-08,SKU00042,3.0,0.0
2025-12-15,SKU00042,0.0,0.75
2025-12-22,SKU00042,2.0,0.75
2025-12-29,SKU00042,0.0,1.25
2025-11-10,SKU00043,1.0,4.5
2025-11-17,SKU00043,5.0,4.25
2025-11-24,SKU00043,3.0,2.75
2025-12-01,SKU00043,0.0,3.0
2025-12-08,SKU00043,0.0,2.25
2025-12-15,SKU00043,6.0,2.0
2025-12-22,SKU00043,0.0,2.25
2025-12-29,SKU00043,1.0,1.5
2025-11-10,SKU00044,1.0,0.75
2025-11-17,SKU00044,0.0,1.0
2025-11-24,SKU00044,3.0,1.0
2025-12-01,SKU00044,0.0,1.75
2025-12-08,SKU00044,0.0,1.0
2025-12-15,SKU00044,1.0,0.75
2025-12-22,SKU00044,0.0,1.0
2025-12-29,SKU00044,0.0,0.25
2025-11-10,SKU00045,2.0,0.5
2025-11-17,SKU00045,0.0,1.0
2025-11-24,SKU00045,0.0,1.0
2025-12-01,SKU00045,0.0,1.0
2025-12-08,SKU00045,0.0,0.5
2025-12-15,SKU00045,4.0,0.0
2025-12-22,SKU00045,1.0,1.0
2025-12-29,SKU00045,0.0,1.25
2025-11-10,SKU00046,1.0,0.75
2025-11-17,SKU00046,3.0,0.5
2025-11-24,SKU00046,0.0,1.25
2025-12-01,SKU00046,0.0,1.25
2025-12-08,SKU00046,0.0,1.0
2025-12-15,SKU00046,5.0,0.75
2025-12-22,SKU00046,0.0,1.25
2025-12-29,SKU00046,0.0,1.25
2025-11-10,SKU00047,3.0,1.5
2025-11-17,SKU00047,0.0,1.0
2025-11-24,SKU00047,1.0,1.0
2025-12-01,SKU00047,5.0,1.0
2025-12-08,SKU00047,0.0,2.25
2025-12-15,SKU00047,0.0,1.5
2025-12-22,SKU00047,1.0,1.5
2025-12-29,SKU00047,0.0,1.5
2025-11-10,SKU00048,3.0,0.75
2025-11-17,SKU00048,5.0,1.5
2025-11-24,SKU00048,0.0,2.25
2025-12-01,SKU00048,0.0,2.25
2025-12-08,SKU00048,0.0,2.0
2025-12-15,SKU00048,6.0,1.25
2025-12-22,SKU00048,10.0,1.5
2025-12-29,SKU00048,0.0,4.0
2025-11-10,SKU00049,0.0,0.75
2025-11-17,SKU00049,3.0,0.75
2025-11-24,SKU00049,4.0,1.5
2025-12-01,SKU00049,5.0,2.25
2025-12-08,SKU00049,3.0,3.0
2025-12-15,SKU00049,0.0,3.75
2025-12-22,SKU00049,2.0,3.0
2025-12-29,SKU00049,0.0,2.5
2025-11-10,SKU00050,14.0,13.25
2025-11-17,SKU00050,6.0,11.75
2025-11-24,SKU00050,23.0,12.75
2025-12-01,SKU00050,4.0,16.0
2025-12-08,SKU00050,6.0,11.75
2025-12-15,SKU00050,3.0,9.75
2025-12-22,SKU00050,14.0,9.0
2025-12-29,SKU00050,2.0,6.75
2025-11-10,SKU00051,1.0,1.5
2025-11-17,SKU00051,0.0,1.5
2025-11-24,SKU00051,0.0,0.75
2025-12-01,SKU00051,2.0,0.25
2025-12-08,SKU00051,2.0,0.75
2025-12-15,SKU00051,0.0,1.0
2025-12-22,SKU00051,0.0,1.0
2025-12-29,SKU00051,2.0,1.0
2025-11-10,SKU00052,0.0,0.75
2025-11-17,SKU00052,4.0,0.0
2025-11-24,SKU00052,0.0,1.0
2025-12-01,SKU00052,1.0,1.0
2025-12-08,SKU00052,0.0,1.25
2025-12-15,SKU00052,0.0,1.25
2025-12-22,SKU00052,0.0,0.25
2025-12-29,SKU00052,0.0,0.25
2025-11-10,SKU00053,2.0,1.25
2025-11-17,SKU00053,0.0,1.25
2025-11-24,SKU00053,3.0,1.25
2025-12-01,SKU00053,0.0,1.75
2025-12-08,SKU00053,2.0,1.25
2025-12-15,SKU00053,5.0,1.25
2025-12-22,SKU00053,0.0,2.5
2025-12-29,SKU00053,0.0,1.75
2025-11-10,SKU00054,0.0,0.75
2025-11-17,SKU00054,0.0,0.75
2025-11-24,SKU00054,0.0,0.75
2025-12-01,SKU00054,0.0,0.75
2025-12-08,SKU00054,0.0,0.0
2025-12-15,SKU00054,4.0,0.0
2025-12-22,SKU00054,2.0,1.0
2025-12-29,SKU00054,4.0,1.5
2025-11-10,SKU00055,5.0,2.75
2025-11-17,SKU00055,0.0,3.0
2025-11-24,SKU00055,0.0,3.0
2025-12-01,SKU00055,12.0,2.5
2025-12-08,SKU00055,14.0,4.25
2025-12-15,SKU00055,7.0,6.5
2025-12-22,SKU00055,2.0,8.25
2025-12-29,SKU00055,4.0,8.75
2025-11-10,SKU00056,3.0,2.75
2025-11-17,SKU00056,2.0,1.75
2025-11-24,SKU00056,2.0,1.25
2025-12-01,SKU00056,1.0,1.75
2025-12-08,SKU00056,1.0,2.0
2025-12-15,SKU00056,0.0,1.5
2025-12-22,SKU00056,0.0,1.0
2025-12-29,SKU00056,4.0,0.5
2025-11-10,SKU00057,0.0,1.0
2025-11-17,SKU00057,7.0,1.0
2025-11-24,SKU00057,2.0,2.75
2025-12-01,SKU00057,0.0,2.25
2025-12-08,SKU00057,2.0,2.25
2025-12-15,SKU00057,0.0,2.75
2025-12-22,SKU00057,0.0,1.0
2025-12-29,SKU00057,0.0,0.5
2025-11-10,SKU00058,0.0,0.25
2025-11-17,SKU00058,1.0,0.25
2025-11-24,SKU00058,4.0,0.25
2025-12-01,SKU00058,0.0,1.25
2025-12-08,SKU00058,3.0,1.25
2025-12-15,SKU00058,3.0,2.0
2025-12-22,SKU00058,0.0,2.5
2025-12-29,SKU00058,0.0,1.5
2025-11-10,SKU00059,1.0,0.0
2025-11-17,SKU00059,0.0,0.25
2025-11-24,SKU00059,0.0,0.25
2025-12-01,SKU00059,0.0,0.25
2025-12-08,SKU00059,1.0,0.25
2025-12-15,SKU00059,0.0,0.25
2025-12-22,SKU00059,0.0,0.25
2025-12-29,SKU00059,0.0,0.25
2025-11-10,SKU00060,5.0,2.5
2025-11-17,SKU00060,9.0,2.5
2025-11-24,SKU00060,6.0,4.75
2025-12-01,SKU00060,16.0,6.25
2025-12-08,SKU00060,11.0,9.0
2025-12-15,SKU00060,1.0,10.5
2025-12-22,SKU00060,2.0,8.5
2025-12-29,SKU00060,0.0,7.5
2025-11-10,SKU00061,0.0,1.0
2025-11-17,SKU00061,3.0,0.75
2025-11-24,SKU00061,0.0,1.5
2025-12-01,SKU00061,1.0,1.5
2025-12-08,SKU00061,1.0,1.0
2025-12-15,SKU00061,0.0,1.25
2025-12-22,SKU00061,0.0,0.5
2025-12-29,SKU00061,0.0,0.5
2025-11-10,SKU00062,26.0,14.0
2025-11-17,SKU00062,22.0,18.25
2025-11-24,SKU00062,31.0,21.25
2025-12-01,SKU00062,8.0,23.0
2025-12-08,SKU00062,19.0,21.75
2025-12-15,SKU00062,23.0,20.0
2025-12-22,SKU00062,12.0,20.25
2025-12-29,SKU00062,11.0,15.5
2025-11-10,SKU00063,1.0,1.75
2025-11-17,SKU00063,6.0,1.75
2025-11-24,SKU00063,7.0,2.75
2025-12-01,SKU00063,0.0,4.5
2025-12-08,SKU00063,3.0,3.5
2025-12-15,SKU00063,4.0,4.0
2025-12-22,SKU00063,2.0,3.5
2025-12-29,SKU00063,2.0,2.25
2025-11-10,SKU00064,0.0,0.5
2025-11-17,SKU00064,4.0,0.0
2025-11-24,SKU00064,0.0,1.0
2025-12-01,SKU00064,0.0,1.0
2025-12-08,SKU00064,3.0,1.0
2025-12-15,SKU00064,1.0,1.75
2025-12-22,SKU00064,0.0,1.0
2025-12-29,SKU00064,0.0,1.0
2025-11-10,SKU00065,2.0,1.5
2025-11-17,SKU00065,0.0,1.75
2025-11-24,SKU00065,1.0,1.25
2025-12-01,SKU00065,2.0,0.75
2025-12-08,SKU00065,1.0,1.25
2025-12-15,SKU00065,1.0,1.0
2025-12-22,SKU00065,0.0,1.25
2025-12-29,SKU00065,0.0,1.0
2025-11-10,SKU00066,0.0,0.5
2025-11-17,SKU00066,0.0,0.5
2025-11-24,SKU00066,2.0,0.25
2025-12-01,SKU00066,2.0,0.75
2025-12-08,SKU00066,0.0,1.0
2025-12-15,SKU00066,1.0,1.0
2025-12-22,SKU00066,0.0,1.25
2025-12-29,SKU00066,0.0,0.75
2025-11-10,SKU00067,1.0,0.0
2025-11-17,SKU00067,0.0,0.25
2025-11-24,SKU00067,0.0,0.25
2025-12-01,SKU00067,0.0,0.25
2025-12-08,SKU00067,1.0,0.25
2025-12-15,SKU00067,0.0,0.25
2025-12-22,SKU00067,6.0,0.25
2025-12-29,SKU00067,0.0,1.75
2025-11-10,SKU00068,1.0,1.5
2025-11-17,SKU00068,1.0,0.5
2025-11-24,SKU00068,0.0,0.5
2025-12-01,SKU00068,0.0,0.5
2025-12-08,SKU00068,1.0,0.5
2025-12-15,SKU00068,2.0,0.5
2025-12-22,SKU00068,3.0,0.75
2025-12-29,SKU00068,1.0,1.5
2025-11-10,SKU00069,1.0,1.75
2025-11-17,SKU00069,0.0,2.0
2025-11-24,SKU00069,0.0,2.0
2025-12-01,SKU00069,1.0,1.5
2025-12-08,SKU00069,1.0,0.5
2025-12-15,SKU00069,0.0,0.5
2025-12-22,SKU00069,0.0,0.5
2025-12-29,SKU00069,0.0,0.5
2025-11-10,SKU00070,0.0,0.25
2025-11-17,SKU00070,0.0,0.25
2025-11-24,SKU00070,3.0,0.25
2025-12-01,SKU00070,3.0,1.0
2025-12-08,SKU00070,2.0,1.5
2025-12-15,SKU00070,0.0,2.0
2025-12-22,SKU00070,4.0,2.0
2025-12-29,SKU00070,0.0,2.25
2025-11-10,SKU00071,4.0,0.25
2025-11-17,SKU00071,1.0,1.25
2025-11-24,SKU00071,0.0,1.5
2025-12-01,SKU00071,0.0,1.25
2025-12-08,SKU00071,3.0,1.25
2025-12-15,SKU00071,1.0,1.0
2025-12-22,SKU00071,0.0,1.0
2025-12-29,SKU00071,0.0,1.0
2025-11-10,SKU00072,0.0,0.5
2025-11-17,SKU00072,0.0,0.5
2025-11-24,SKU00072,0.0,0.5
2025-12-01,SKU00072,0.0,0.25
2025-12-08,SKU00072,0.0,0.0
2025-12-15,SKU00072,5.0,0.0
2025-12-22,SKU00072,0.0,1.25
2025-12-29,SKU00072,0.0,1.25
2025-11-10,SKU00073,1.0,1.0
2025-11-17,SKU00073,0.0,0.5
2025-11-24,SKU00073,1.0,0.5
2025-12-01,SKU00073,0.0,0.75
2025-12-08,SKU00073,1.0,0.5
2025-12-15,SKU00073,0.0,0.5
2025-12-22,SKU00073,0.0,0.5
2025-12-29,SKU00073,0.0,0.25
2025-11-10,SKU00074,1.0,1.5
2025-11-17,SKU00074,0.0,1.5
2025-11-24,SKU00074,3.0,0.25
2025-12-01,SKU00074,0.0,1.0
2025-12-08,SKU00074,2.0,1.0
2025-12-15,SKU00074,0.0,1.25
2025-12-22,SKU00074,2.0,1.25
2025-12-29,SKU00074,0.0,1.0
2025-11-10,SKU00075,0.0,0.25
2025-11-17,SKU00075,3.0,0.25
2025-11-24,SKU00075,0.0,1.0
2025-12-01,SKU00075,0.0,1.0
2025-12-08,SKU00075,3.0,0.75
2025-12-15,SKU00075,3.0,1.5
2025-12-22,SKU00075,2.0,1.5
2025-12-29,SKU00075,1.0,2.0
2025-11-10,SKU00076,3.0,1.0
2025-11-17,SKU00076,3.0,1.75
2025-11-24,SKU00076,0.0,1.5
2025-12-01,SKU00076,0.0,1.5
2025-12-08,SKU00076,1.0,1.5
2025-12-15,SKU00076,6.0,1.0
2025-12-22,SKU00076,9.0,1.75
2025-12-29,SKU00076,1.0,4.0
2025-11-10,SKU00077,5.0,0.75
2025-11-17,SKU00077,0.0,2.0
2025-11-24,SKU00077,0.0,2.0
2025-12-01,SKU00077,6.0,1.25
2025-12-08,SKU00077,6.0,2.75
2025-12-15,SKU00077,1.0,3.0
2025-12-22,SKU00077,0.0,3.25
2025-12-29,SKU00077,0.0,3.25
2025-11-10,SKU00078,0.0,0.5
2025-11-17,SKU00078,4.0,0.5
2025-11-24,SKU00078,4.0,1.5
2025-12-01,SKU00078,0.0,2.0
2025-12-08,SKU00078,0.0,2.0
2025-12-15,SKU00078,0.0,2.0
2025-12-22,SKU00078,0.0,1.0
2025-12-29,SKU00078,0.0,0.0
2025-11-10,SKU00079,39.0,30.25
2025-11-17,SKU00079,35.0,32.25
2025-11-24,SKU00079,29.0,34.5
2025-12-01,SKU00079,38.0,35.0
2025-12-08,SKU00079,40.0,35.25
2025-12-15,SKU00079,54.0,35.5
2025-12-22,SKU00079,40.0,40.25
2025-12-29,SKU00079,24.0,43.0
2025-11-10,SKU00080,0.0,0.25
2025-11-17,SKU00080,0.0,0.0
2025-11-24,SKU00080,0.0,0.0
2025-12-01,SKU00080,0.0,0.0
2025-12-08,SKU00080,2.0,0.0
2025-12-15,SKU00080,0.0,0.5
2025-12-22,SKU00080,2.0,0.5
2025-12-29,SKU00080,0.0,1.0
2025-11-10,SKU00081,5.0,0.0
2025-11-17,SKU00081,0.0,1.25
2025-11-24,SKU00081,1.0,1.25
2025-12-01,SKU00081,1.0,1.5
2025-12-08,SKU00081,0.0,1.75
2025-12-15,SKU00081,2.0,0.5
2025-12-22,SKU00081,0.0,1.0
2025-12-29,SKU00081,0.0,0.75
2025-11-10,SKU00082,2.0,3.5
2025-11-17,SKU00082,5.0,2.25
2025-11-24,SKU00082,0.0,2.5
2025-12-01,SKU00082,1.0,1.75
2025-12-08,SKU00082,2.0,2.0
2025-12-15,SKU00082,2.0,2.0
2025-12-22,SKU00082,2.0,1.25
2025-12-29,SKU00082,0.0,1.75
2025-11-10,SKU00083,1.0,0.0
2025-11-17,SKU00083,4.0,0.25
2025-11-24,SKU00083,0.0,1.25
2025-12-01,SKU00083,1.0,1.25
2025-12-08,SKU00083,0.0,1.5
2025-12-15,SKU00083,0.0,1.25
2025-12-22,SKU00083,2.0,0.25
2025-12-29,SKU00083,0.0,0.75
2025-11-10,SKU00084,0.0,1.0
